a,9838
b,1752
c,3028
d,5478
e,15478
f,2378
g,2950
h,7923
i,8640
j,236
k,1298
l,5213
m,2406
n,8070
o,9517
p,1975
q,223
r,6656
s,7271
t,12222
u,3991
v,968
w,2971
x,180
y,2603
z,79
